Freq.	V(n61p1)
1.26182753459066e+01	(1.37121190516003e+01dB,-2.08439019842835e-02°)
1.26473634747114e+01	(1.37121179739370e+01dB,-2.08919497574688e-02°)
1.26765186585784e+01	(1.37121168919507e+01dB,-2.09401073169667e-02°)
1.27057410520853e+01	(1.37121157953801e+01dB,-2.09883761340031e-02°)
1.27350308101665e+01	(1.37121147242514e+01dB,-2.10367572739790e-02°)
1.27643880881134e+01	(1.37121136326504e+01dB,-2.10852502694878e-02°)
1.27938130415752e+01	(1.37121125637334e+01dB,-2.11338523365338e-02°)
1.28233058265601e+01	(1.37121114770607e+01dB,-2.11825684985727e-02°)
1.28528665994361e+01	(1.37121103662480e+01dB,-2.12313966274036e-02°)
1.28824955169313e+01	(1.37121093005099e+01dB,-2.12803395740693e-02°)
1.29121927361353e+01	(1.37121082040498e+01dB,-2.13293923281422e-02°)
1.29419584144998e+01	(1.37121071095444e+01dB,-2.13785582146964e-02°)
1.29717927098395e+01	(1.37121060166449e+01dB,-2.14278380038442e-02°)
1.30016957803328e+01	(1.37121049337182e+01dB,-2.14772336683518e-02°)
1.30316677845229e+01	(1.37121038365053e+01dB,-2.15267390664557e-02°)
1.30617088813183e+01	(1.37121027249311e+01dB,-2.15763597165102e-02°)
1.30918192299940e+01	(1.37121016341228e+01dB,-2.16260950763591e-02°)
1.31219989901920e+01	(1.37121005480231e+01dB,-2.16759477603565e-02°)
1.31522483219223e+01	(1.37120994313238e+01dB,-2.17259122649630e-02°)
1.31825673855640e+01	(1.37120983374835e+01dB,-2.17759937958385e-02°)
1.32129563418657e+01	(1.37120972341738e+01dB,-2.18261901695159e-02°)
1.32434153519466e+01	(1.37120961158826e+01dB,-2.18765009250306e-02°)
1.32739445772973e+01	(1.37120950270228e+01dB,-2.19269290958478e-02°)
1.33045441797808e+01	(1.37120939045369e+01dB,-2.19774726218498e-02°)
1.33352143216332e+01	(1.37120927955208e+01dB,-2.20281331547955e-02°)
1.33659551654643e+01	(1.37120917000658e+01dB,-2.20789111778333e-02°)
1.33967668742593e+01	(1.37120905983674e+01dB,-2.21298059719818e-02°)
1.34276496113785e+01	(1.37120894727719e+01dB,-2.21808180947095e-02°)
1.34586035405594e+01	(1.37120883592544e+01dB,-2.22319456968156e-02°)
1.34896288259164e+01	(1.37120872323819e+01dB,-2.22831925694288e-02°)
1.35207256319427e+01	(1.37120861166254e+01dB,-2.23345575843646e-02°)
1.35518941235103e+01	(1.37120850177878e+01dB,-2.23860428168735e-02°)
1.35831344658714e+01	(1.37120838917198e+01dB,-2.24376429851255e-02°)
1.36144468246594e+01	(1.37120827768511e+01dB,-2.24893654443108e-02°)
1.36458313658891e+01	(1.37120816324957e+01dB,-2.25412066451558e-02°)
1.36772882559584e+01	(1.37120805373075e+01dB,-2.25931664749742e-02°)
1.37088176616484e+01	(1.37120794149026e+01dB,-2.26452462010586e-02°)
1.37404197501251e+01	(1.37120782945090e+01dB,-2.26974464900325e-02°)
1.37720946889394e+01	(1.37120771434584e+01dB,-2.27497643205460e-02°)
1.38038426460287e+01	(1.37120760252340e+01dB,-2.28022054490029e-02°)
1.38356637897177e+01	(1.37120749005948e+01dB,-2.28547689932436e-02°)
1.38675582887188e+01	(1.37120737562523e+01dB,-2.29074497322552e-02°)
1.38995263121334e+01	(1.37120726374587e+01dB,-2.29602553535962e-02°)
1.39315680294529e+01	(1.37120715025175e+01dB,-2.30131789428725e-02°)
1.39636836105593e+01	(1.37120703843040e+01dB,-2.30662283736023e-02°)
1.39958732257261e+01	(1.37120692338094e+01dB,-2.31193989852500e-02°)
1.40281370456195e+01	(1.37120680923685e+01dB,-2.31726908122514e-02°)
1.40604752412990e+01	(1.37120669664964e+01dB,-2.32261054156475e-02°)
1.40928879842186e+01	(1.37120658178479e+01dB,-2.32796429261403e-02°)
1.41253754462274e+01	(1.37120646709359e+01dB,-2.33333060513662e-02°)
1.41579377995707e+01	(1.37120635451486e+01dB,-2.33870922665458e-02°)
1.41905752168908e+01	(1.37120623827238e+01dB,-2.34410033774957e-02°)
1.42232878712281e+01	(1.37120612459068e+01dB,-2.34950370458137e-02°)
1.42560759360218e+01	(1.37120601048486e+01dB,-2.35491965648492e-02°)
1.42889395851109e+01	(1.37120589412182e+01dB,-2.36034778504149e-02°)
1.43218789927353e+01	(1.37120577992831e+01dB,-2.36578868027066e-02°)
1.43548943335364e+01	(1.37120566585493e+01dB,-2.37124217176983e-02°)
1.43879857825583e+01	(1.37120555064734e+01dB,-2.37670798908954e-02°)
1.44211535152486e+01	(1.37120543454501e+01dB,-2.38218657192588e-02°)
1.44543977074592e+01	(1.37120531982519e+01dB,-2.38767776902809e-02°)
1.44877185354475e+01	(1.37120520327679e+01dB,-2.39318162091212e-02°)
1.45211161758773e+01	(1.37120508740377e+01dB,-2.39869805531742e-02°)
1.45545908058195e+01	(1.37120497314511e+01dB,-2.40422740035487e-02°)
1.45881426027534e+01	(1.37120485645955e+01dB,-2.40976941621086e-02°)
1.46217717445671e+01	(1.37120473930941e+01dB,-2.41532399048240e-02°)
1.46554784095590e+01	(1.37120462471551e+01dB,-2.42089191478029e-02°)
1.46892627764385e+01	(1.37120450586097e+01dB,-2.42647211935923e-02°)
1.47231250243271e+01	(1.37120439232201e+01dB,-2.43206551340545e-02°)
1.47570653327588e+01	(1.37120427504494e+01dB,-2.43767171020291e-02°)
1.47910838816819e+01	(1.37120415809051e+01dB,-2.44329071895805e-02°)
1.48251808514594e+01	(1.37120404102466e+01dB,-2.44892274801396e-02°)
1.48593564228699e+01	(1.37120392480655e+01dB,-2.45456775886140e-02°)
1.48936107771090e+01	(1.37120380615948e+01dB,-2.46022570992986e-02°)
1.49279440957898e+01	(1.37120368998613e+01dB,-2.46589678462869e-02°)
1.49623565609442e+01	(1.37120357243704e+01dB,-2.47158101391190e-02°)
1.49968483550236e+01	(1.37120345301752e+01dB,-2.47727818470608e-02°)
1.50314196609001e+01	(1.37120333608088e+01dB,-2.48298870435265e-02°)
1.50660706618673e+01	(1.37120321765335e+01dB,-2.48871195350335e-02°)
1.51008015416413e+01	(1.37120310040865e+01dB,-2.49444881634872e-02°)
1.51356124843619e+01	(1.37120298183822e+01dB,-2.50019886345111e-02°)
1.51705036745932e+01	(1.37120286570469e+01dB,-2.50596222923257e-02°)
1.52054752973248e+01	(1.37120274636261e+01dB,-2.51173859144208e-02°)
1.52405275379728e+01	(1.37120262792835e+01dB,-2.51752841218585e-02°)
1.52756605823806e+01	(1.37120250823018e+01dB,-2.52333140508326e-02°)
1.53108746168202e+01	(1.37120239013940e+01dB,-2.52914803098424e-02°)
1.53461698279928e+01	(1.37120227165089e+01dB,-2.53497794459382e-02°)
1.53815464030302e+01	(1.37120215273229e+01dB,-2.54082148856178e-02°)
1.54170045294954e+01	(1.37120203287851e+01dB,-2.54667830612988e-02°)
1.54525443953840e+01	(1.37120191340458e+01dB,-2.55254842315220e-02°)
1.54881661891247e+01	(1.37120179409185e+01dB,-2.55843253759723e-02°)
1.55238700995807e+01	(1.37120167459708e+01dB,-2.56432985177932e-02°)
1.55596563160506e+01	(1.37120155529789e+01dB,-2.57024097582213e-02°)
1.55955250282694e+01	(1.37120143422709e+01dB,-2.57616565117397e-02°)
1.56314764264094e+01	(1.37120131505150e+01dB,-2.58210391946962e-02°)
1.56675107010813e+01	(1.37120119476660e+01dB,-2.58805603712716e-02°)
1.57036280433354e+01	(1.37120107465194e+01dB,-2.59402168151515e-02°)
1.57398286446620e+01	(1.37120095291110e+01dB,-2.60000087280835e-02°)
1.57761126969933e+01	(1.37120083144285e+01dB,-2.60599413685923e-02°)
1.58124803927037e+01	(1.37120071236328e+01dB,-2.61200144883129e-02°)
1.58489319246110e+01	(1.37120059057705e+01dB,-2.61802253476213e-02°)
1.58854674859776e+01	(1.37120046898140e+01dB,-2.62405720417191e-02°)
1.59220872705115e+01	(1.37120034781473e+01dB,-2.63010573827944e-02°)
1.59587914723672e+01	(1.37120022844415e+01dB,-2.63616856712305e-02°)
1.59955802861465e+01	(1.37120010748273e+01dB,-2.64224524862749e-02°)
1.60324539069002e+01	(1.37119998408000e+01dB,-2.64833587392030e-02°)
1.60694125301286e+01	(1.37119986394488e+01dB,-2.65444063894406e-02°)
1.61064563517825e+01	(1.37119973931410e+01dB,-2.66055912237843e-02°)
1.61435855682647e+01	(1.37119961977507e+01dB,-2.66669202411749e-02°)
1.61808003764305e+01	(1.37119949820717e+01dB,-2.67283926621439e-02°)
1.62181009735891e+01	(1.37119937547480e+01dB,-2.67900026967600e-02°)
1.62554875575047e+01	(1.37119925132825e+01dB,-2.68517553572731e-02°)
1.62929603263970e+01	(1.37119912989899e+01dB,-2.69136537054487e-02°)
1.63305194789432e+01	(1.37119900689914e+01dB,-2.69756912207197e-02°)
1.63681652142779e+01	(1.37119888405731e+01dB,-2.70378726019298e-02°)
1.64058977319952e+01	(1.37119876055553e+01dB,-2.71001982532604e-02°)
1.64437172321491e+01	(1.37119863615154e+01dB,-2.71626618674129e-02°)
1.64816239152549e+01	(1.37119851447469e+01dB,-2.72252765136129e-02°)
1.65196179822900e+01	(1.37119839106582e+01dB,-2.72880369249709e-02°)
1.65576996346951e+01	(1.37119826668607e+01dB,-2.73509378430869e-02°)
1.65958690743754e+01	(1.37119814267778e+01dB,-2.74139831681240e-02°)
1.66341265037015e+01	(1.37119801937203e+01dB,-2.74771757293355e-02°)
1.66724721255104e+01	(1.37119789575258e+01dB,-2.75405140624492e-02°)
1.67109061431069e+01	(1.37119777066781e+01dB,-2.76039958650407e-02°)
1.67494287602642e+01	(1.37119764611726e+01dB,-2.76676252355435e-02°)
1.67880401812254e+01	(1.37119752122489e+01dB,-2.77314012081174e-02°)
1.68267406107045e+01	(1.37119739647754e+01dB,-2.77953236235671e-02°)
1.68655302538872e+01	(1.37119727257742e+01dB,-2.78593970646997e-02°)
1.69044093164324e+01	(1.37119714742579e+01dB,-2.79236129338076e-02°)
1.69433780044731e+01	(1.37119702247534e+01dB,-2.79879815918419e-02°)
1.69824365246172e+01	(1.37119689836111e+01dB,-2.80524978512950e-02°)
1.70215850839493e+01	(1.37119677182379e+01dB,-2.81171583463910e-02°)
1.70608238900310e+01	(1.37119664813989e+01dB,-2.81819734469834e-02°)
1.71001531509027e+01	(1.37119651970189e+01dB,-2.82469347054158e-02°)
1.71395730750841e+01	(1.37119639629646e+01dB,-2.83120473102573e-02°)
1.71790838715757e+01	(1.37119626948311e+01dB,-2.83773074677574e-02°)
1.72186857498599e+01	(1.37119614338599e+01dB,-2.84427203813703e-02°)
1.72583789199018e+01	(1.37119601642653e+01dB,-2.85082848637095e-02°)
1.72981635921508e+01	(1.37119589012759e+01dB,-2.85739961545277e-02°)
1.73380399775412e+01	(1.37119576411663e+01dB,-2.86398664741379e-02°)
1.73780082874935e+01	(1.37119563727498e+01dB,-2.87058803202002e-02°)
1.74180687339159e+01	(1.37119550931509e+01dB,-2.87720501138861e-02°)
1.74582215292048e+01	(1.37119538445715e+01dB,-2.88383746448393e-02°)
1.74984668862464e+01	(1.37119525637948e+01dB,-2.89048466608590e-02°)
1.75388050184174e+01	(1.37119512873709e+01dB,-2.89714777059862e-02°)
1.75792361395867e+01	(1.37119499891426e+01dB,-2.90382566244942e-02°)
1.76197604641161e+01	(1.37119487449880e+01dB,-2.91051945092322e-02°)
1.76603782068614e+01	(1.37119474697906e+01dB,-2.91722837138669e-02°)
1.77010895831740e+01	(1.37119461762193e+01dB,-2.92395274110885e-02°)
1.77418948089014e+01	(1.37119449128756e+01dB,-2.93069303444614e-02°)
1.77827941003890e+01	(1.37119436134240e+01dB,-2.93744850977978e-02°)
1.78237876744807e+01	(1.37119423448585e+01dB,-2.94421959581042e-02°)
1.78648757485203e+01	(1.37119410643966e+01dB,-2.95100614650280e-02°)
1.79060585403527e+01	(1.37119397738641e+01dB,-2.95780839789481e-02°)
1.79473362683250e+01	(1.37119384792494e+01dB,-2.96462669636632e-02°)
1.79887091512877e+01	(1.37119372103793e+01dB,-2.97145998877616e-02°)
1.80301774085955e+01	(1.37119359015703e+01dB,-2.97830968433163e-02°)
1.80717412601090e+01	(1.37119345940777e+01dB,-2.98517494217316e-02°)
1.81134009261958e+01	(1.37119333190408e+01dB,-2.99205642095999e-02°)
1.81551566277311e+01	(1.37119320314415e+01dB,-2.99895295358628e-02°)
1.81970085860996e+01	(1.37119307232049e+01dB,-3.00586572080960e-02°)
1.82389570231961e+01	(1.37119294287853e+01dB,-3.01279480435829e-02°)
1.82810021614272e+01	(1.37119281206661e+01dB,-3.01973941292541e-02°)
1.83231442237119e+01	(1.37119268328932e+01dB,-3.02670027477109e-02°)
1.83653834334832e+01	(1.37119255082160e+01dB,-3.03367703937146e-02°)
1.84077200146893e+01	(1.37119242151034e+01dB,-3.04066982836471e-02°)
1.84501541917945e+01	(1.37119229243622e+01dB,-3.04767894120366e-02°)
1.84926861897805e+01	(1.37119216150462e+01dB,-3.05470421466206e-02°)
1.85353162341479e+01	(1.37119203043080e+01dB,-3.06174564979004e-02°)
1.85780445509167e+01	(1.37119189992352e+01dB,-3.06880305657728e-02°)
1.86208713666284e+01	(1.37119176716967e+01dB,-3.07587679334228e-02°)
1.86637969083464e+01	(1.37119163633516e+01dB,-3.08296706411107e-02°)
1.87068214036578e+01	(1.37119150481980e+01dB,-3.09007347145574e-02°)
1.87499450806739e+01	(1.37119137354432e+01dB,-3.09719631932281e-02°)
1.87931681680324e+01	(1.37119124072884e+01dB,-3.10433576564532e-02°)
1.88364908948977e+01	(1.37119111041182e+01dB,-3.11149172828139e-02°)
1.88799134909627e+01	(1.37119097796233e+01dB,-3.11866381962911e-02°)
1.89234361864495e+01	(1.37119084403875e+01dB,-3.12585253915287e-02°)
1.89670592121112e+01	(1.37119071273280e+01dB,-3.13305755323688e-02°)
1.90107827992327e+01	(1.37119057938050e+01dB,-3.14027985499033e-02°)
1.90546071796322e+01	(1.37119044804302e+01dB,-3.14751848583683e-02°)
1.90985325856621e+01	(1.37119031382387e+01dB,-3.15477381639609e-02°)
1.91425592502106e+01	(1.37119018090729e+01dB,-3.16204568543537e-02°)
1.91866874067026e+01	(1.37119004826554e+01dB,-3.16933467868506e-02°)
1.92309172891013e+01	(1.37118991607885e+01dB,-3.17664027555993e-02°)
1.92752491319091e+01	(1.37118978277363e+01dB,-3.18396258636781e-02°)
1.93196831701690e+01	(1.37118964626143e+01dB,-3.19130160160192e-02°)
1.93642196394658e+01	(1.37118951274584e+01dB,-3.19865783822434e-02°)
1.94088587759275e+01	(1.37118938060227e+01dB,-3.20603122973217e-02°)
1.94536008162263e+01	(1.37118924590204e+01dB,-3.21342164924504e-02°)
1.94984459975802e+01	(1.37118911102930e+01dB,-3.22082854868096e-02°)
1.95433945577537e+01	(1.37118897610084e+01dB,-3.22825274243764e-02°)
1.95884467350596e+01	(1.37118883947824e+01dB,-3.23569425701031e-02°)
1.96336027683602e+01	(1.37118870674859e+01dB,-3.24315287504110e-02°)
1.96788628970682e+01	(1.37118857461570e+01dB,-3.25062874100806e-02°)
1.97242273611483e+01	(1.37118843612667e+01dB,-3.25812154486128e-02°)
1.97696964011183e+01	(1.37118830322827e+01dB,-3.26563208991671e-02°)
1.98152702580507e+01	(1.37118816801408e+01dB,-3.27315963979339e-02°)
1.98609491735734e+01	(1.37118803105005e+01dB,-3.28070435512247e-02°)
1.99067333898716e+01	(1.37118789548508e+01dB,-3.28826611467590e-02°)
1.99526231496885e+01	(1.37118776078593e+01dB,-3.29584643825419e-02°)
1.99986186963271e+01	(1.37118762422971e+01dB,-3.30344351879946e-02°)
2.00447202736513e+01	(1.37118748683906e+01dB,-3.31105823024822e-02°)
2.00909281260870e+01	(1.37118734967546e+01dB,-3.31869050247295e-02°)
2.01372424986236e+01	(1.37118721449127e+01dB,-3.32634048928910e-02°)
2.01836636368153e+01	(1.37118707598254e+01dB,-3.33400777147292e-02°)
2.02301917867824e+01	(1.37118694240410e+01dB,-3.34169319389320e-02°)
2.02768271952125e+01	(1.37118680518926e+01dB,-3.34939584480496e-02°)
2.03235701093619e+01	(1.37118666778167e+01dB,-3.35711621622035e-02°)
2.03704207770569e+01	(1.37118652923385e+01dB,-3.36485498126474e-02°)
2.04173794466950e+01	(1.37118639250255e+01dB,-3.37261109543872e-02°)
2.04644463672464e+01	(1.37118625558339e+01dB,-3.38038506873816e-02°)
2.05116217882553e+01	(1.37118611738206e+01dB,-3.38817717629926e-02°)
2.05589059598411e+01	(1.37118597970071e+01dB,-3.39598750399563e-02°)
2.06062991326997e+01	(1.37118584212296e+01dB,-3.40381581476599e-02°)
2.06538015581050e+01	(1.37118570343988e+01dB,-3.41166139164750e-02°)
2.07014134879101e+01	(1.37118556116194e+01dB,-3.41952535764057e-02°)
2.07491351745488e+01	(1.37118542551761e+01dB,-3.42740753776837e-02°)
2.07969668710366e+01	(1.37118528719832e+01dB,-3.43530829446597e-02°)
2.08449088309726e+01	(1.37118514815389e+01dB,-3.44322687442203e-02°)
2.08929613085401e+01	(1.37118500736848e+01dB,-3.45116372741835e-02°)
2.09411245585086e+01	(1.37118487003794e+01dB,-3.45911912424031e-02°)
2.09893988362349e+01	(1.37118472972342e+01dB,-3.46709257754402e-02°)
2.10377843976644e+01	(1.37118459162967e+01dB,-3.47508469765531e-02°)
2.10862814993326e+01	(1.37118445181178e+01dB,-3.48309541960674e-02°)
2.11348903983661e+01	(1.37118431098553e+01dB,-3.49112388562613e-02°)
2.11836113524847e+01	(1.37118417119600e+01dB,-3.49917092776747e-02°)
2.12324446200018e+01	(1.37118403182960e+01dB,-3.50723694353213e-02°)
2.12813904598268e+01	(1.37118389175263e+01dB,-3.51532142536873e-02°)
2.13304491314654e+01	(1.37118375039491e+01dB,-3.52342406698108e-02°)
2.13796208950220e+01	(1.37118360940807e+01dB,-3.53154609196718e-02°)
2.14289060112002e+01	(1.37118346831060e+01dB,-3.53968647975439e-02°)
2.14783047413050e+01	(1.37118332825454e+01dB,-3.54784607794274e-02°)
2.15278173472434e+01	(1.37118318570020e+01dB,-3.55602378353199e-02°)
2.15774440915263e+01	(1.37118304516550e+01dB,-3.56422080225360e-02°)
2.16271852372698e+01	(1.37118290405334e+01dB,-3.57243660774043e-02°)
2.16770410481966e+01	(1.37118276213083e+01dB,-3.58067136098484e-02°)
2.17270117886371e+01	(1.37118262051868e+01dB,-3.58892531856086e-02°)
2.17770977235312e+01	(1.37118247863639e+01dB,-3.59719797005409e-02°)
2.18272991184297e+01	(1.37118233647151e+01dB,-3.60548928375343e-02°)
2.18776162394952e+01	(1.37118219317040e+01dB,-3.61380041393385e-02°)
2.19280493535041e+01	(1.37118205081530e+01dB,-3.62213052181592e-02°)
2.19785987278479e+01	(1.37118190770216e+01dB,-3.63047995055889e-02°)
2.20292646305342e+01	(1.37118176299207e+01dB,-3.63884831781105e-02°)
2.20800473301886e+01	(1.37118162326629e+01dB,-3.64723630882403e-02°)
2.21309470960560e+01	(1.37118147873884e+01dB,-3.65564295039445e-02°)
2.21819641980018e+01	(1.37118133685018e+01dB,-3.66406993825279e-02°)
2.22330989065137e+01	(1.37118119261209e+01dB,-3.67251560056196e-02°)
2.22843514927027e+01	(1.37118104710748e+01dB,-3.68098101400695e-02°)
2.23357222283049e+01	(1.37118090432102e+01dB,-3.68946582116730e-02°)
2.23872113856830e+01	(1.37118075871591e+01dB,-3.69797068815578e-02°)
2.24388192378273e+01	(1.37118061713272e+01dB,-3.70649471295548e-02°)
2.24905460583574e+01	(1.37118047138665e+01dB,-3.71503838731642e-02°)
2.25423921215239e+01	(1.37118032639937e+01dB,-3.72360166457758e-02°)
2.25943577022094e+01	(1.37118018145788e+01dB,-3.73218468472072e-02°)
2.26464430759302e+01	(1.37118003955967e+01dB,-3.74078749842257e-02°)
2.26986485188378e+01	(1.37117989205171e+01dB,-3.74941067769485e-02°)
