Freq.	V(n61p1)
5.37031796370203e+02	(1.37059199850803e+01dB,-8.86515673500701e-01°)
5.38269782516238e+02	(1.37059081671418e+01dB,-8.88558256853198e-01°)
5.39510622515078e+02	(1.37058963270238e+01dB,-8.90605550913431e-01°)
5.40754322945531e+02	(1.37058844496241e+01dB,-8.92657549177859e-01°)
5.42000890401573e+02	(1.37058725436807e+01dB,-8.94714269407368e-01°)
5.43250331492383e+02	(1.37058606029410e+01dB,-8.96775721873439e-01°)
5.44502652842370e+02	(1.37058486415525e+01dB,-8.98841920501337e-01°)
5.45757861091220e+02	(1.37058366393075e+01dB,-9.00912936717780e-01°)
5.47015962893921e+02	(1.37058246123193e+01dB,-9.02988659441006e-01°)
5.48276964920803e+02	(1.37058125484139e+01dB,-9.05069181201830e-01°)
5.49540873857573e+02	(1.37058004609048e+01dB,-9.07154486222807e-01°)
5.50807696405352e+02	(1.37057883407438e+01dB,-9.09244603622598e-01°)
5.52077439280706e+02	(1.37057761781503e+01dB,-9.11339523198676e-01°)
5.53350109215685e+02	(1.37057640025766e+01dB,-9.13439295889411e-01°)
5.54625712957859e+02	(1.37057517817814e+01dB,-9.15543847941912e-01°)
5.55904257270352e+02	(1.37057395342272e+01dB,-9.17653310604358e-01°)
5.57185748931878e+02	(1.37057272568661e+01dB,-9.19767600065233e-01°)
5.58470194736778e+02	(1.37057149453189e+01dB,-9.21886753554140e-01°)
5.59757601495058e+02	(1.37057025996969e+01dB,-9.24010793474333e-01°)
5.61047976032418e+02	(1.37056902284087e+01dB,-9.26139726281683e-01°)
5.62341325190296e+02	(1.37056778212651e+01dB,-9.28273549461502e-01°)
5.63637655825901e+02	(1.37056653717798e+01dB,-9.30412346971629e-01°)
5.64936974812249e+02	(1.37056528942743e+01dB,-9.32555968701340e-01°)
5.66239289038200e+02	(1.37056403893178e+01dB,-9.34704575189194e-01°)
5.67544605408494e+02	(1.37056278574344e+01dB,-9.36858138432391e-01°)
5.68852930843788e+02	(1.37056152858045e+01dB,-9.39016656754205e-01°)
5.70164272280694e+02	(1.37056026800314e+01dB,-9.41180129265034e-01°)
5.71478636671813e+02	(1.37055900398596e+01dB,-9.43348619130359e-01°)
5.72796030985775e+02	(1.37055773716376e+01dB,-9.45522074194015e-01°)
5.74116462207273e+02	(1.37055646679526e+01dB,-9.47700543714732e-01°)
5.75439937337103e+02	(1.37055519331904e+01dB,-9.49884023433496e-01°)
5.76766463392196e+02	(1.37055391587172e+01dB,-9.52072526875209e-01°)
5.78096047405663e+02	(1.37055263500586e+01dB,-9.54266103078115e-01°)
5.79428696426826e+02	(1.37055135136462e+01dB,-9.56464675132698e-01°)
5.80764417521257e+02	(1.37055006436045e+01dB,-9.58668355708874e-01°)
5.82103217770816e+02	(1.37054877319584e+01dB,-9.60877082514700e-01°)
5.83445104273689e+02	(1.37054747873458e+01dB,-9.63090886812938e-01°)
5.84790084144425e+02	(1.37054618145814e+01dB,-9.65309823546625e-01°)
5.86138164513973e+02	(1.37054487991483e+01dB,-9.67533862589384e-01°)
5.87489352529721e+02	(1.37054357611441e+01dB,-9.69763018780112e-01°)
5.88843655355533e+02	(1.37054226761862e+01dB,-9.71997279345284e-01°)
5.90201080171788e+02	(1.37054095624769e+01dB,-9.74236728489456e-01°)
5.91561634175418e+02	(1.37053964123878e+01dB,-9.76481319181097e-01°)
5.92925324579943e+02	(1.37053832253299e+01dB,-9.78731065996971e-01°)
5.94292158615516e+02	(1.37053700081914e+01dB,-9.80986010812757e-01°)
5.95662143528953e+02	(1.37053567483467e+01dB,-9.83246092607060e-01°)
5.97035286583780e+02	(1.37053434521091e+01dB,-9.85511467009220e-01°)
5.98411595060262e+02	(1.37053301286435e+01dB,-9.87782024864185e-01°)
5.99791076255452e+02	(1.37053167695292e+01dB,-9.90057790975343e-01°)
6.01173737483221e+02	(1.37053033679875e+01dB,-9.92338811632552e-01°)
6.02559586074300e+02	(1.37052899339396e+01dB,-9.94625071831405e-01°)
6.03948629376322e+02	(1.37052764665646e+01dB,-9.96916612866659e-01°)
6.05340874753856e+02	(1.37052629525228e+01dB,-9.99213420948364e-01°)
6.06736329588447e+02	(1.37052494109615e+01dB,-1.00151549573176e+00°)
6.08135001278660e+02	(1.37052358260216e+01dB,-1.00382289027340e+00°)
6.09536897240111e+02	(1.37052222064227e+01dB,-1.00613562102294e+00°)
6.10942024905513e+02	(1.37052085566095e+01dB,-1.00845367547134e+00°)
6.12350391724715e+02	(1.37051948600464e+01dB,-1.01077704478682e+00°)
6.13762005164735e+02	(1.37051811343273e+01dB,-1.01310575302208e+00°)
6.15176872709809e+02	(1.37051673605576e+01dB,-1.01543984194388e+00°)
6.16595001861423e+02	(1.37051535634751e+01dB,-1.01777930752714e+00°)
6.18016400138357e+02	(1.37051397184825e+01dB,-1.02012413915696e+00°)
6.19441075076722e+02	(1.37051258414935e+01dB,-1.02247439048141e+00°)
6.20869034230004e+02	(1.37051119207226e+01dB,-1.02483003206473e+00°)
6.22300285169100e+02	(1.37050979654206e+01dB,-1.02719112156949e+00°)
6.23734835482359e+02	(1.37050839743536e+01dB,-1.02955763730758e+00°)
6.25172692775625e+02	(1.37050699431586e+01dB,-1.03192959082543e+00°)
6.26613864672275e+02	(1.37050558665851e+01dB,-1.03430704054624e+00°)
6.28058358813257e+02	(1.37050417624926e+01dB,-1.03668995434264e+00°)
6.29506182857137e+02	(1.37050276125942e+01dB,-1.03907832113703e+00°)
6.30957344480132e+02	(1.37050134156097e+01dB,-1.04147218726902e+00°)
6.32411851376158e+02	(1.37049991964129e+01dB,-1.04387160093530e+00°)
6.33869711256866e+02	(1.37049849253636e+01dB,-1.04627653664114e+00°)
6.35330931851682e+02	(1.37049706202107e+01dB,-1.04868695775110e+00°)
6.36795520907854e+02	(1.37049562773849e+01dB,-1.05110299822921e+00°)
6.38263486190487e+02	(1.37049418955146e+01dB,-1.05352454368015e+00°)
6.39734835482586e+02	(1.37049274722485e+01dB,-1.05595172003748e+00°)
6.41209576585099e+02	(1.37049130060376e+01dB,-1.05838445908871e+00°)
6.42687717316957e+02	(1.37048985024528e+01dB,-1.06082276675619e+00°)
6.44169265515115e+02	(1.37048839500553e+01dB,-1.06326669808999e+00°)
6.45654229034593e+02	(1.37048693683790e+01dB,-1.06571632492980e+00°)
6.47142615748520e+02	(1.37048547426742e+01dB,-1.06817152831070e+00°)
6.48634433548175e+02	(1.37048400781468e+01dB,-1.07063237858032e+00°)
6.50129690343027e+02	(1.37048253628433e+01dB,-1.07309891743808e+00°)
6.51628394060779e+02	(1.37048106137225e+01dB,-1.07557112600933e+00°)
6.53130552647409e+02	(1.37047958262606e+01dB,-1.07804903031793e+00°)
6.54636174067211e+02	(1.37047809958542e+01dB,-1.08053266060807e+00°)
6.56145266302841e+02	(1.37047661191151e+01dB,-1.08302199387573e+00°)
6.57657837355356e+02	(1.37047512018222e+01dB,-1.08551702202570e+00°)
6.59173895244257e+02	(1.37047362468487e+01dB,-1.08801785114206e+00°)
6.60693448007531e+02	(1.37047212450240e+01dB,-1.09052439925540e+00°)
6.62216503701697e+02	(1.37047062043768e+01dB,-1.09303673513947e+00°)
6.63743070401844e+02	(1.37046911205470e+01dB,-1.09555484420636e+00°)
6.65273156201676e+02	(1.37046759943630e+01dB,-1.09807875790581e+00°)
6.66806769213557e+02	(1.37046608289794e+01dB,-1.10060847592340e+00°)
6.68343917568549e+02	(1.37046456066044e+01dB,-1.10314398580452e+00°)
6.69884609416461e+02	(1.37046303473366e+01dB,-1.10568538636825e+00°)
6.71428852925886e+02	(1.37046150576362e+01dB,-1.10823263328674e+00°)
6.72976656284252e+02	(1.37045997162585e+01dB,-1.11078573634816e+00°)
6.74528027697856e+02	(1.37045843305598e+01dB,-1.11334470508979e+00°)
6.76082975391915e+02	(1.37045689012108e+01dB,-1.11590956597491e+00°)
6.77641507610608e+02	(1.37045534246489e+01dB,-1.11848032815094e+00°)
6.79203632617118e+02	(1.37045379019583e+01dB,-1.12105703344704e+00°)
6.80769358693674e+02	(1.37045223460866e+01dB,-1.12363964518342e+00°)
6.82338694141602e+02	(1.37045067401048e+01dB,-1.12622822257509e+00°)
6.83911647281362e+02	(1.37044910837781e+01dB,-1.12882274260453e+00°)
6.85488226452594e+02	(1.37044753935624e+01dB,-1.13142325079833e+00°)
6.87068440014164e+02	(1.37044596448856e+01dB,-1.13402971137118e+00°)
6.88652296344208e+02	(1.37044438648990e+01dB,-1.13664221742072e+00°)
6.90239803840174e+02	(1.37044280308530e+01dB,-1.13926071551295e+00°)
6.91830970918868e+02	(1.37044121566084e+01dB,-1.14188522790156e+00°)
6.93425806016501e+02	(1.37043962264467e+01dB,-1.14451580027388e+00°)
6.95024317588728e+02	(1.37043802681245e+01dB,-1.14715244029929e+00°)
6.96626514110700e+02	(1.37043642493861e+01dB,-1.14979514251854e+00°)
6.98232404077102e+02	(1.37043481833619e+01dB,-1.15244390842928e+00°)
6.99841996002204e+02	(1.37043320793296e+01dB,-1.15509878778680e+00°)
7.01455298419902e+02	(1.37043159265855e+01dB,-1.15775972372589e+00°)
7.03072319883764e+02	(1.37042997224143e+01dB,-1.16042686709709e+00°)
7.04693068967077e+02	(1.37042834661930e+01dB,-1.16310006023952e+00°)
7.06317554262892e+02	(1.37042671857623e+01dB,-1.16577955212763e+00°)
7.07945784384068e+02	(1.37042508372606e+01dB,-1.16846513544458e+00°)
7.09577767963318e+02	(1.37042344519783e+01dB,-1.17115685498781e+00°)
7.11213513653258e+02	(1.37042180194542e+01dB,-1.17385481046610e+00°)
7.12853030126449e+02	(1.37042015253764e+01dB,-1.17655896592119e+00°)
7.14496326075442e+02	(1.37041849943525e+01dB,-1.17926936542498e+00°)
7.16143410212831e+02	(1.37041684148653e+01dB,-1.18198597774025e+00°)
7.17794291271290e+02	(1.37041517871844e+01dB,-1.18470888677077e+00°)
7.19448978003628e+02	(1.37041351064487e+01dB,-1.18743801045979e+00°)
7.21107479182828e+02	(1.37041183830727e+01dB,-1.19017343855028e+00°)
7.22769803602098e+02	(1.37041015981127e+01dB,-1.19291518977301e+00°)
7.24435960074918e+02	(1.37040847759137e+01dB,-1.19566321833540e+00°)
7.26105957435082e+02	(1.37040678970728e+01dB,-1.19841756353410e+00°)
7.27779804536751e+02	(1.37040509782756e+01dB,-1.20117828136746e+00°)
7.29457510254496e+02	(1.37040340013367e+01dB,-1.20394533329542e+00°)
7.31139083483344e+02	(1.37040169703792e+01dB,-1.20671877501106e+00°)
7.32824533138831e+02	(1.37039998954230e+01dB,-1.20949854450322e+00°)
7.34513868157041e+02	(1.37039827858256e+01dB,-1.21228476801890e+00°)
7.36207097494662e+02	(1.37039655988506e+01dB,-1.21507738001546e+00°)
7.37904230129027e+02	(1.37039483755714e+01dB,-1.21787643671172e+00°)
7.39605275058163e+02	(1.37039310943193e+01dB,-1.22068190113208e+00°)
7.41310241300843e+02	(1.37039137702936e+01dB,-1.22349390480992e+00°)
7.43019137896627e+02	(1.37038963873506e+01dB,-1.22631229429000e+00°)
7.44731973905914e+02	(1.37038789534694e+01dB,-1.22913721173307e+00°)
7.46448758409991e+02	(1.37038614703529e+01dB,-1.23196863999246e+00°)
7.48169500511079e+02	(1.37038439402702e+01dB,-1.23480655094084e+00°)
7.49894209332380e+02	(1.37038263539549e+01dB,-1.23765101486275e+00°)
7.51622894018130e+02	(1.37038087098353e+01dB,-1.24050201338647e+00°)
7.53355563733641e+02	(1.37037910153412e+01dB,-1.24335958535644e+00°)
7.55092227665358e+02	(1.37037732714412e+01dB,-1.24622370665802e+00°)
7.56832895020898e+02	(1.37037554709882e+01dB,-1.24909447491692e+00°)
7.58577575029107e+02	(1.37037376144783e+01dB,-1.25197180706717e+00°)
7.60326276940105e+02	(1.37037197170619e+01dB,-1.25485577321199e+00°)
7.62079010025335e+02	(1.37037017550166e+01dB,-1.25774637802560e+00°)
7.63835783577613e+02	(1.37036837431713e+01dB,-1.26064364346713e+00°)
7.65596606911179e+02	(1.37036656637814e+01dB,-1.26354754865247e+00°)
7.67361489361741e+02	(1.37036475491543e+01dB,-1.26645817502117e+00°)
7.69130440286532e+02	(1.37036293756038e+01dB,-1.26937547558412e+00°)
7.70903469064352e+02	(1.37036111439408e+01dB,-1.27229949695537e+00°)
7.72680585095624e+02	(1.37035928474069e+01dB,-1.27523025398682e+00°)
7.74461797802440e+02	(1.37035745118242e+01dB,-1.27816773729536e+00°)
7.76247116628613e+02	(1.37035561159506e+01dB,-1.28111199381175e+00°)
7.78036551039725e+02	(1.37035376661461e+01dB,-1.28406305452780e+00°)
7.79830110523180e+02	(1.37035191555761e+01dB,-1.28702087215420e+00°)
7.81627804588250e+02	(1.37035005903753e+01dB,-1.28998551227780e+00°)
7.83429642766132e+02	(1.37034819723434e+01dB,-1.29295695642518e+00°)
7.85235634609992e+02	(1.37034632910022e+01dB,-1.29593525542861e+00°)
7.87045789695019e+02	(1.37034445577258e+01dB,-1.29892040297449e+00°)
7.88860117618474e+02	(1.37034257680306e+01dB,-1.30191243126417e+00°)
7.90678627999745e+02	(1.37034069205294e+01dB,-1.30491135162532e+00°)
7.92501330480391e+02	(1.37033880100090e+01dB,-1.30791714784545e+00°)
7.94328234724200e+02	(1.37033690505049e+01dB,-1.31092987164131e+00°)
7.96159350417237e+02	(1.37033500226526e+01dB,-1.31394953180247e+00°)
7.97994687267895e+02	(1.37033309478108e+01dB,-1.31697611688548e+00°)
7.99834255006947e+02	(1.37033118079189e+01dB,-1.32000969606258e+00°)
8.01678063387597e+02	(1.37032926087762e+01dB,-1.32305025244340e+00°)
8.03526122185535e+02	(1.37032733566162e+01dB,-1.32609778710015e+00°)
8.05378441198984e+02	(1.37032540431019e+01dB,-1.32915237228494e+00°)
8.07235030248755e+02	(1.37032346649416e+01dB,-1.33221396988353e+00°)
8.09095899178299e+02	(1.37032152307947e+01dB,-1.33528258285363e+00°)
8.10961057853758e+02	(1.37031957411349e+01dB,-1.33835829838435e+00°)
8.12830516164016e+02	(1.37031761836972e+01dB,-1.34144108122716e+00°)
8.14704284020756e+02	(1.37031565724973e+01dB,-1.34453096512224e+00°)
8.16582371358508e+02	(1.37031368963509e+01dB,-1.34762793208766e+00°)
8.18464788134706e+02	(1.37031171591660e+01dB,-1.35073202856124e+00°)
8.20351544329734e+02	(1.37030973617671e+01dB,-1.35384328288706e+00°)
8.22242649946986e+02	(1.37030775084147e+01dB,-1.35696171085713e+00°)
8.24138115012917e+02	(1.37030575859073e+01dB,-1.36008730284456e+00°)
8.26037949577094e+02	(1.37030375976430e+01dB,-1.36322006483947e+00°)
8.27942163712249e+02	(1.37030175631792e+01dB,-1.36636007790816e+00°)
8.29850767514337e+02	(1.37029974578348e+01dB,-1.36950727559655e+00°)
8.31763771102585e+02	(1.37029772846227e+01dB,-1.37266174038595e+00°)
8.33681184619548e+02	(1.37029570552304e+01dB,-1.37582343335552e+00°)
8.35603018231162e+02	(1.37029367628338e+01dB,-1.37899243893582e+00°)
8.37529282126796e+02	(1.37029164043452e+01dB,-1.38216871004646e+00°)
8.39459986519311e+02	(1.37028959792871e+01dB,-1.38535229820716e+00°)
8.41395141645108e+02	(1.37028754979065e+01dB,-1.38854324522148e+00°)
8.43334757764188e+02	(1.37028549486827e+01dB,-1.39174148078919e+00°)
8.45278845160202e+02	(1.37028343320510e+01dB,-1.39494710687476e+00°)
8.47227414140509e+02	(1.37028136539733e+01dB,-1.39816009691575e+00°)
8.49180475036226e+02	(1.37027929148182e+01dB,-1.40138048724989e+00°)
8.51138038202288e+02	(1.37027721038637e+01dB,-1.40460826870676e+00°)
8.53100114017501e+02	(1.37027512356965e+01dB,-1.40784350894303e+00°)
8.55066712884595e+02	(1.37027302982740e+01dB,-1.41108618543281e+00°)
8.57037845230281e+02	(1.37027092876313e+01dB,-1.41433629616090e+00°)
8.59013521505306e+02	(1.37026882141014e+01dB,-1.41759392581729e+00°)
8.60993752184511e+02	(1.37026670765623e+01dB,-1.42085900597148e+00°)
8.62978547766881e+02	(1.37026458781471e+01dB,-1.42413162901580e+00°)
8.64967918775603e+02	(1.37026246042990e+01dB,-1.42741178242419e+00°)
8.66961875758126e+02	(1.37026032642230e+01dB,-1.43069947549650e+00°)
8.68960429286211e+02	(1.37025818576396e+01dB,-1.43399473079959e+00°)
8.70963589955990e+02	(1.37025603811334e+01dB,-1.43729755948702e+00°)
8.72971368388021e+02	(1.37025388472704e+01dB,-1.44060800655333e+00°)
8.74983775227345e+02	(1.37025172307244e+01dB,-1.44392605330308e+00°)
8.77000821143543e+02	(1.37024955494597e+01dB,-1.44725174634586e+00°)
8.79022516830792e+02	(1.37024738009008e+01dB,-1.45058508185533e+00°)
8.81048873007922e+02	(1.37024519839897e+01dB,-1.45392609109619e+00°)
8.83079900418470e+02	(1.37024301006762e+01dB,-1.45727477873306e+00°)
8.85115609830743e+02	(1.37024081418749e+01dB,-1.46063119760371e+00°)
8.87156012037868e+02	(1.37023861126837e+01dB,-1.46399531548726e+00°)
8.89201117857855e+02	(1.37023640168671e+01dB,-1.46736717639342e+00°)
8.91250938133652e+02	(1.37023418485462e+01dB,-1.47074679337743e+00°)
8.93305483733202e+02	(1.37023196120442e+01dB,-1.47413420124759e+00°)
8.95364765549500e+02	(1.37022973039227e+01dB,-1.47752936933319e+00°)
8.97428794500654e+02	(1.37022749157733e+01dB,-1.48093236832736e+00°)
8.99497581529941e+02	(1.37022524630691e+01dB,-1.48434319157821e+00°)
9.01571137605862e+02	(1.37022299368253e+01dB,-1.48776185804802e+00°)
9.03649473722206e+02	(1.37022073427083e+01dB,-1.49118842223212e+00°)
9.05732600898105e+02	(1.37021846682698e+01dB,-1.49462280862631e+00°)
9.07820530178090e+02	(1.37021619203968e+01dB,-1.49806514860450e+00°)
9.09913272632156e+02	(1.37021391067715e+01dB,-1.50151542257521e+00°)
9.12010839355814e+02	(1.37021162134524e+01dB,-1.50497358691319e+00°)
9.14113241470154e+02	(1.37020932468663e+01dB,-1.50843972177764e+00°)
9.16220490121903e+02	(1.37020702142552e+01dB,-1.51191382996206e+00°)
9.18332596483484e+02	(1.37020471025991e+01dB,-1.51539593564254e+00°)
9.20449571753074e+02	(1.37020239051686e+01dB,-1.51888604360197e+00°)
9.22571427154666e+02	(1.37020006502304e+01dB,-1.52238420212263e+00°)
9.24698173938125e+02	(1.37019773043945e+01dB,-1.52589036011629e+00°)
9.26829823379251e+02	(1.37019538884461e+01dB,-1.52940461609889e+00°)
9.28966386779838e+02	(1.37019303983727e+01dB,-1.53292696891359e+00°)
9.31107875467732e+02	(1.37019068321334e+01dB,-1.53645739109655e+00°)
9.33254300796892e+02	(1.37018831867095e+01dB,-1.53999594816061e+00°)
9.35405674147453e+02	(1.37018594677450e+01dB,-1.54354265394115e+00°)
9.37562006925781e+02	(1.37018356649501e+01dB,-1.54709753980701e+00°)
9.39723310564538e+02	(1.37018117859965e+01dB,-1.55066054013342e+00°)
9.41889596522742e+02	(1.37017878363466e+01dB,-1.55423177256952e+00°)
9.44060876285823e+02	(1.37017638008378e+01dB,-1.55781120778607e+00°)
9.46237161365693e+02	(1.37017396907121e+01dB,-1.56139892107614e+00°)
9.48418463300797e+02	(1.37017155046767e+01dB,-1.56499484970993e+00°)
9.50604793656181e+02	(1.37016912359730e+01dB,-1.56859903535542e+00°)
9.52796164023551e+02	(1.37016668815637e+01dB,-1.57221154148732e+00°)
9.54992586021335e+02	(1.37016424517365e+01dB,-1.57583233680235e+00°)
9.57194071294743e+02	(1.37016179411282e+01dB,-1.57946146006104e+00°)
9.59400631515831e+02	(1.37015933520026e+01dB,-1.58309896898175e+00°)
9.61612278383562e+02	(1.37015686842527e+01dB,-1.58674480098874e+00°)
9.63829023623868e+02	(1.37015439301938e+01dB,-1.59039902520860e+00°)
9.66050878989711e+02	(1.37015190952056e+01dB,-1.59406165664655e+00°)
9.68277856261146e+02	(1.37014941811935e+01dB,-1.59773271869832e+00°)
9.70509967245386e+02	(1.37014691861073e+01dB,-1.60141221963960e+00°)
9.72747223776861e+02	(1.37014440973260e+01dB,-1.60510017907187e+00°)
9.74989637717283e+02	(1.37014189408954e+01dB,-1.60879664580261e+00°)
9.77237220955706e+02	(1.37013936823724e+01dB,-1.61250158508189e+00°)
9.79489985408594e+02	(1.37013683627816e+01dB,-1.61621505780346e+00°)
9.81747943019879e+02	(1.37013429438950e+01dB,-1.61993705646614e+00°)
9.84011105761028e+02	(1.37013174460702e+01dB,-1.62366766205583e+00°)
9.86279485631105e+02	(1.37012918643588e+01dB,-1.62740680130533e+00°)
9.88553094656833e+02	(1.37012661847806e+01dB,-1.63115450203481e+00°)
9.90831944892661e+02	(1.37012404374830e+01dB,-1.63491091070617e+00°)
9.93116048420827e+02	(1.37012145996512e+01dB,-1.63867593113840e+00°)
9.95405417351420e+02	(1.37011886719886e+01dB,-1.64244959441682e+00°)
9.97700063822446e+02	(1.37011626507308e+01dB,-1.64623194390075e+00°)
9.99999999999893e+02	(1.37011365568939e+01dB,-1.65002299187461e+00°)
1.00230523807779e+03	(1.37011103704176e+01dB,-1.65382276224607e+00°)
1.00461579027829e+03	(1.37010840980419e+01dB,-1.65763127292764e+00°)
1.00693166885170e+03	(1.37010577379494e+01dB,-1.66144851993608e+00°)
1.00925288607658e+03	(1.37010312856939e+01dB,-1.66527457459472e+00°)
1.01157945425979e+03	(1.37010047465863e+01dB,-1.66910941126602e+00°)
1.01391138573657e+03	(1.37009781151240e+01dB,-1.67295304849425e+00°)
1.01624869287059e+03	(1.37009513942778e+01dB,-1.67680554557685e+00°)
1.01859138805401e+03	(1.37009245901687e+01dB,-1.68066692415719e+00°)
1.02093948370757e+03	(1.37008976865519e+01dB,-1.68453712908248e+00°)
1.02329299228064e+03	(1.37008707085783e+01dB,-1.68841629078661e+00°)
1.02565192625130e+03	(1.37008436238558e+01dB,-1.69230435504489e+00°)
1.02801629812636e+03	(1.37008164546862e+01dB,-1.69620134489565e+00°)
1.03038612044150e+03	(1.37007891857395e+01dB,-1.70010729102694e+00°)
1.03276140576129e+03	(1.37007618356827e+01dB,-1.70402226409134e+00°)
1.03514216667923e+03	(1.37007343895961e+01dB,-1.70794617839708e+00°)
1.03752841581790e+03	(1.37007068477611e+01dB,-1.71187916182756e+00°)
1.03992016582895e+03	(1.37006792174119e+01dB,-1.71582116161175e+00°)
1.04231742939319e+03	(1.37006514873254e+01dB,-1.71977223106493e+00°)
1.04472021922069e+03	(1.37006236659959e+01dB,-1.72373239675418e+00°)
1.04712854805079e+03	(1.37005957528899e+01dB,-1.72770165781399e+00°)
1.04954242865221e+03	(1.37005677345104e+01dB,-1.73168002268319e+00°)
1.05196187382311e+03	(1.37005396381924e+01dB,-1.73566757487113e+00°)
1.05438689639114e+03	(1.37005114296739e+01dB,-1.73966427759111e+00°)
1.05681750921354e+03	(1.37004831372619e+01dB,-1.74367017838511e+00°)
1.05925372517717e+03	(1.37004547500041e+01dB,-1.74768529774752e+00°)
1.06169555719861e+03	(1.37004262582661e+01dB,-1.75170964520311e+00°)
1.06414301822420e+03	(1.37003976640104e+01dB,-1.75574322109963e+00°)
1.06659612123014e+03	(1.37003689800800e+01dB,-1.75978607268866e+00°)
1.06905487922254e+03	(1.37003401977898e+01dB,-1.76383824320435e+00°)
1.07151930523749e+03	(1.37003113142703e+01dB,-1.76789971927605e+00°)
1.07398941234113e+03	(1.37002823358648e+01dB,-1.77197055167503e+00°)
1.07646521362972e+03	(1.37002532566785e+01dB,-1.77605071125249e+00°)
1.07894672222971e+03	(1.37002240787062e+01dB,-1.78014026826117e+00°)
1.08143395129782e+03	(1.37001947971539e+01dB,-1.78423923389089e+00°)
1.08392691402109e+03	(1.37001654202386e+01dB,-1.78834762389359e+00°)
1.08642562361695e+03	(1.37001359345182e+01dB,-1.79246541388094e+00°)
1.08893009333331e+03	(1.37001063510311e+01dB,-1.79659273287983e+00°)
1.09144033644864e+03	(1.37000766697604e+01dB,-1.80072952032512e+00°)
1.09395636627197e+03	(1.37000468848738e+01dB,-1.80487580172561e+00°)
1.09647819614306e+03	(1.37000169968719e+01dB,-1.80903163474624e+00°)
1.09900583943240e+03	(1.36999870015649e+01dB,-1.81319702625501e+00°)
1.10153930954129e+03	(1.36999569076177e+01dB,-1.81737194899130e+00°)
1.10407861990195e+03	(1.36999267086845e+01dB,-1.82155653588972e+00°)
1.10662378397754e+03	(1.36998964010306e+01dB,-1.82575067444136e+00°)
1.10917481526228e+03	(1.36998659932943e+01dB,-1.82995450382512e+00°)
1.11173172728147e+03	(1.36998354776273e+01dB,-1.83416797907304e+00°)
1.11429453359161e+03	(1.36998048576929e+01dB,-1.83839113183948e+00°)
1.11686324778044e+03	(1.36997741288055e+01dB,-1.84262400839781e+00°)
1.11943788346703e+03	(1.36997432996918e+01dB,-1.84686660710580e+00°)
1.12201845430184e+03	(1.36997123576808e+01dB,-1.85111895606090e+00°)
1.12460497396680e+03	(1.36996813073769e+01dB,-1.85538107712322e+00°)
1.12719745617539e+03	(1.36996501577536e+01dB,-1.85965301103967e+00°)
1.12979591467267e+03	(1.36996188936433e+01dB,-1.86393477248731e+00°)
1.13240036323543e+03	(1.36995875165378e+01dB,-1.86822635405768e+00°)
1.13501081567219e+03	(1.36995560380321e+01dB,-1.87252781451006e+00°)
1.13762728582330e+03	(1.36995244415206e+01dB,-1.87683913572914e+00°)
1.14024978756104e+03	(1.36994927390497e+01dB,-1.88116036738540e+00°)
1.14287833478964e+03	(1.36994609246308e+01dB,-1.88549157136663e+00°)
1.14551294144541e+03	(1.36994290040207e+01dB,-1.88983270730990e+00°)
1.14815362149676e+03	(1.36993969648469e+01dB,-1.89418379931355e+00°)
1.15080038894431e+03	(1.36993648097307e+01dB,-1.89854490020707e+00°)
1.15345325782096e+03	(1.36993325502214e+01dB,-1.90291602090459e+00°)
1.15611224219197e+03	(1.36993001788801e+01dB,-1.90729723159796e+00°)
1.15877735615500e+03	(1.36992676879692e+01dB,-1.91168848246869e+00°)
1.16144861384021e+03	(1.36992350888057e+01dB,-1.91608984964002e+00°)
1.16412602941036e+03	(1.36992023749747e+01dB,-1.92050131467670e+00°)
1.16680961706083e+03	(1.36991695442726e+01dB,-1.92492291198322e+00°)
1.16949939101974e+03	(1.36991365942001e+01dB,-1.92935465860097e+00°)
1.17219536554800e+03	(1.36991035287070e+01dB,-1.93379661659263e+00°)
1.17489755493940e+03	(1.36990703497871e+01dB,-1.93824876944432e+00°)
1.17760597352068e+03	(1.36990370558696e+01dB,-1.94271116083279e+00°)
1.18032063565160e+03	(1.36990036331061e+01dB,-1.94718379620834e+00°)
1.18304155572503e+03	(1.36989701022766e+01dB,-1.95166669730043e+00°)
1.18576874816703e+03	(1.36989364539780e+01dB,-1.95615993998839e+00°)
1.18850222743689e+03	(1.36989026835137e+01dB,-1.96066350699460e+00°)
1.19124200802724e+03	(1.36988687972793e+01dB,-1.96517741679373e+00°)
1.19398810446414e+03	(1.36988347728104e+01dB,-1.96970162597607e+00°)
1.19674053130711e+03	(1.36988006535063e+01dB,-1.97423634747768e+00°)
1.19949930314924e+03	(1.36987663993552e+01dB,-1.97878143103020e+00°)
1.20226443461728e+03	(1.36987320286674e+01dB,-1.98333695714386e+00°)
1.20503594037166e+03	(1.36986975329411e+01dB,-1.98790295317268e+00°)
1.20781383510664e+03	(1.36986629158397e+01dB,-1.99247946786753e+00°)
1.21059813355035e+03	(1.36986281742821e+01dB,-1.99706647270173e+00°)
1.21338885046484e+03	(1.36985933083770e+01dB,-2.00166401016200e+00°)
1.21618600064623e+03	(1.36985583186407e+01dB,-2.00627212179118e+00°)
1.21898959892473e+03	(1.36985232053778e+01dB,-2.01089082350422e+00°)
1.22179966016473e+03	(1.36984879678312e+01dB,-2.01552015400417e+00°)
