Freq.	V(n61p1)
7.99834255006991e+01	(1.36949711740826e+01dB,-1.36750898949521e-01°)
8.01678063387642e+01	(1.36949683492295e+01dB,-1.37066102424343e-01°)
8.03526122185580e+01	(1.36949655404672e+01dB,-1.37382028035399e-01°)
8.05378441199029e+01	(1.36949626906180e+01dB,-1.37698664565010e-01°)
8.07235030248801e+01	(1.36949598706734e+01dB,-1.38016064256187e-01°)
8.09095899178345e+01	(1.36949570286052e+01dB,-1.38334167892615e-01°)
8.10961057853803e+01	(1.36949542070582e+01dB,-1.38653024477749e-01°)
8.12830516164061e+01	(1.36949513663832e+01dB,-1.38972618170539e-01°)
8.14704284020801e+01	(1.36949485074163e+01dB,-1.39292925712560e-01°)
8.16582371358554e+01	(1.36949456737723e+01dB,-1.39613987819870e-01°)
8.18464788134751e+01	(1.36949428306696e+01dB,-1.39935786675862e-01°)
8.20351544329780e+01	(1.36949399615780e+01dB,-1.40258318616849e-01°)
8.22242649947032e+01	(1.36949370847313e+01dB,-1.40581607845447e-01°)
8.24138115012964e+01	(1.36949342492871e+01dB,-1.40905643433740e-01°)
8.26037949577140e+01	(1.36949313736624e+01dB,-1.41230411695796e-01°)
8.27942163712295e+01	(1.36949284969529e+01dB,-1.41555927253591e-01°)
8.29850767514383e+01	(1.36949256398836e+01dB,-1.41882215525340e-01°)
8.31763771102632e+01	(1.36949227465040e+01dB,-1.42209226008465e-01°)
8.33681184619595e+01	(1.36949198707850e+01dB,-1.42537023970685e-01°)
8.35603018231209e+01	(1.36949169890792e+01dB,-1.42865553186835e-01°)
8.37529282126843e+01	(1.36949141044163e+01dB,-1.43194845054188e-01°)
8.39459986519358e+01	(1.36949112152080e+01dB,-1.43524897047803e-01°)
8.41395141645155e+01	(1.36949083089917e+01dB,-1.43855713067668e-01°)
8.43334757764235e+01	(1.36949054153768e+01dB,-1.44187284564553e-01°)
8.45278845160250e+01	(1.36949024970842e+01dB,-1.44519614051689e-01°)
8.47227414140556e+01	(1.36948995880878e+01dB,-1.44852726704335e-01°)
8.49180475036273e+01	(1.36948966862914e+01dB,-1.45186603366497e-01°)
8.51138038202336e+01	(1.36948937605700e+01dB,-1.45521241593695e-01°)
8.53100114017549e+01	(1.36948908430457e+01dB,-1.45856647764748e-01°)
8.55066712884642e+01	(1.36948879263379e+01dB,-1.46192833891020e-01°)
8.57037845230329e+01	(1.36948849915926e+01dB,-1.46529792614991e-01°)
8.59013521505354e+01	(1.36948820666084e+01dB,-1.46867532913797e-01°)
8.60993752184559e+01	(1.36948791259775e+01dB,-1.47206051142322e-01°)
8.62978547766929e+01	(1.36948761871466e+01dB,-1.47545341674569e-01°)
8.64967918775652e+01	(1.36948732648092e+01dB,-1.47885430170529e-01°)
8.66961875758175e+01	(1.36948703013010e+01dB,-1.48226280723256e-01°)
8.68960429286260e+01	(1.36948673457739e+01dB,-1.48567922081316e-01°)
8.70963589956038e+01	(1.36948644004203e+01dB,-1.48910369999190e-01°)
8.72971368388069e+01	(1.36948614374880e+01dB,-1.49253581554053e-01°)
8.74983775227393e+01	(1.36948584850997e+01dB,-1.49597605966737e-01°)
8.77000821143592e+01	(1.36948555147101e+01dB,-1.49942409374468e-01°)
8.79022516830841e+01	(1.36948525518327e+01dB,-1.50288013356905e-01°)
8.81048873007971e+01	(1.36948495729052e+01dB,-1.50634412035223e-01°)
8.83079900418520e+01	(1.36948465872136e+01dB,-1.50981601665170e-01°)
8.85115609830792e+01	(1.36948436092942e+01dB,-1.51329603743328e-01°)
8.87156012037917e+01	(1.36948406354743e+01dB,-1.51678408878642e-01°)
8.89201117857905e+01	(1.36948376566178e+01dB,-1.52028024574153e-01°)
8.91250938133702e+01	(1.36948346556013e+01dB,-1.52378418770172e-01°)
8.93305483733251e+01	(1.36948316551195e+01dB,-1.52729636830791e-01°)
8.95364765549550e+01	(1.36948286581576e+01dB,-1.53081656417970e-01°)
8.97428794500704e+01	(1.36948256444246e+01dB,-1.53434494131044e-01°)
8.99497581529991e+01	(1.36948226304064e+01dB,-1.53788154431458e-01°)
9.01571137605912e+01	(1.36948196332121e+01dB,-1.54142618332029e-01°)
9.03649473722257e+01	(1.36948166167132e+01dB,-1.54497902981916e-01°)
9.05732600898155e+01	(1.36948135820170e+01dB,-1.54853995816840e-01°)
9.07820530178141e+01	(1.36948105705346e+01dB,-1.55210926573318e-01°)
9.09913272632206e+01	(1.36948075412925e+01dB,-1.55568667555515e-01°)
9.12010839355864e+01	(1.36948045050549e+01dB,-1.55927237088669e-01°)
9.14113241470204e+01	(1.36948014409151e+01dB,-1.56286622311693e-01°)
9.16220490121954e+01	(1.36947984176993e+01dB,-1.56646851851386e-01°)
9.18332596483535e+01	(1.36947953912784e+01dB,-1.57007912881118e-01°)
9.20449571753125e+01	(1.36947923273731e+01dB,-1.57369790430508e-01°)
9.22571427154717e+01	(1.36947892760175e+01dB,-1.57732527039637e-01°)
9.24698173938176e+01	(1.36947862346960e+01dB,-1.58096078546163e-01°)
9.26829823379302e+01	(1.36947831591852e+01dB,-1.58460461042388e-01°)
9.28966386779889e+01	(1.36947801101642e+01dB,-1.58825703943008e-01°)
9.31107875467783e+01	(1.36947770317187e+01dB,-1.59191783154921e-01°)
9.33254300796944e+01	(1.36947739555084e+01dB,-1.59558687497134e-01°)
9.35405674147504e+01	(1.36947708861559e+01dB,-1.59926460797727e-01°)
9.37562006925833e+01	(1.36947678056465e+01dB,-1.60295077438399e-01°)
9.39723310564590e+01	(1.36947647147684e+01dB,-1.60664532211572e-01°)
9.41889596522793e+01	(1.36947616132934e+01dB,-1.61034843118031e-01°)
9.44060876285875e+01	(1.36947585308775e+01dB,-1.61406019169844e-01°)
9.46237161365745e+01	(1.36947554324668e+01dB,-1.61778036136567e-01°)
9.48418463300849e+01	(1.36947523449723e+01dB,-1.62150926000384e-01°)
9.50604793656233e+01	(1.36947492231657e+01dB,-1.62524663923163e-01°)
9.52796164023603e+01	(1.36947461095618e+01dB,-1.62899262013934e-01°)
9.54992586021387e+01	(1.36947430063449e+01dB,-1.63274725597323e-01°)
9.57194071294795e+01	(1.36947398911079e+01dB,-1.63651051992613e-01°)
9.59400631515884e+01	(1.36947367489953e+01dB,-1.64028247888449e-01°)
9.61612278383615e+01	(1.36947336445411e+01dB,-1.64406318853874e-01°)
9.63829023623921e+01	(1.36947305014894e+01dB,-1.64785251363381e-01°)
9.66050878989764e+01	(1.36947273682750e+01dB,-1.65165058546453e-01°)
9.68277856261199e+01	(1.36947242363696e+01dB,-1.65545757051674e-01°)
9.70509967245439e+01	(1.36947210847278e+01dB,-1.65927314985079e-01°)
9.72747223776915e+01	(1.36947179417373e+01dB,-1.66309745824766e-01°)
9.74989637717336e+01	(1.36947147834493e+01dB,-1.66693075122583e-01°)
9.77237220955760e+01	(1.36947116436967e+01dB,-1.67077291475652e-01°)
9.79489985408648e+01	(1.36947084723939e+01dB,-1.67462381147168e-01°)
9.81747943019933e+01	(1.36947053175970e+01dB,-1.67848364459589e-01°)
9.84011105761083e+01	(1.36947021345920e+01dB,-1.68235224847190e-01°)
9.86279485631159e+01	(1.36946989648696e+01dB,-1.68622993914025e-01°)
9.88553094656887e+01	(1.36946957987874e+01dB,-1.69011656677361e-01°)
9.90831944892716e+01	(1.36946926019278e+01dB,-1.69401194279125e-01°)
9.93116048420882e+01	(1.36946894242003e+01dB,-1.69791652187425e-01°)
9.95405417351475e+01	(1.36946862278059e+01dB,-1.70182992531896e-01°)
9.97700063822501e+01	(1.36946830443968e+01dB,-1.70575245777573e-01°)
9.99999999999948e+01	(1.36946798357338e+01dB,-1.70968401638608e-01°)
1.00230523807785e+02	(1.36946766486349e+01dB,-1.71362455085887e-01°)
1.00461579027834e+02	(1.36946734274190e+01dB,-1.71757429961167e-01°)
1.00693166885175e+02	(1.36946702264800e+01dB,-1.72153304618131e-01°)
1.00925288607663e+02	(1.36946669944600e+01dB,-1.72550106013699e-01°)
1.01157945425985e+02	(1.36946637848552e+01dB,-1.72947805061418e-01°)
1.01391138573663e+02	(1.36946605510056e+01dB,-1.73346431577312e-01°)
1.01624869287064e+02	(1.36946573448257e+01dB,-1.73745982090185e-01°)
1.01859138805406e+02	(1.36946540897043e+01dB,-1.74146426391036e-01°)
1.02093948370763e+02	(1.36946508582182e+01dB,-1.74547813013925e-01°)
1.02329299228070e+02	(1.36946476209252e+01dB,-1.74950136742792e-01°)
1.02565192625135e+02	(1.36946443657931e+01dB,-1.75353366837749e-01°)
1.02801629812642e+02	(1.36946411346230e+01dB,-1.75757541600591e-01°)
1.03038612044156e+02	(1.36946378651926e+01dB,-1.76162621772845e-01°)
1.03276140576134e+02	(1.36946346180990e+01dB,-1.76568667462702e-01°)
1.03514216667929e+02	(1.36946313592178e+01dB,-1.76975636132490e-01°)
1.03752841581796e+02	(1.36946280848999e+01dB,-1.77383541285981e-01°)
1.03992016582900e+02	(1.36946247960525e+01dB,-1.77792381542484e-01°)
1.04231742939325e+02	(1.36946215312618e+01dB,-1.78202171455780e-01°)
1.04472021922074e+02	(1.36946182509542e+01dB,-1.78612907241419e-01°)
1.04712854805084e+02	(1.36946149592387e+01dB,-1.79024587274401e-01°)
1.04954242865227e+02	(1.36946116713200e+01dB,-1.79437216159808e-01°)
1.05196187382317e+02	(1.36946083779476e+01dB,-1.79850791805216e-01°)
1.05438689639120e+02	(1.36946050778051e+01dB,-1.80265326675043e-01°)
1.05681750921360e+02	(1.36946017756440e+01dB,-1.80680814049458e-01°)
1.05925372517723e+02	(1.36945984604676e+01dB,-1.81097252338012e-01°)
1.06169555719867e+02	(1.36945951583416e+01dB,-1.81514649148683e-01°)
1.06414301822426e+02	(1.36945918293642e+01dB,-1.81933023672154e-01°)
1.06659612123020e+02	(1.36945885188349e+01dB,-1.82352360655837e-01°)
1.06905487922260e+02	(1.36945851881549e+01dB,-1.82772650837898e-01°)
1.07151930523755e+02	(1.36945818684487e+01dB,-1.83193925110514e-01°)
1.07398941234119e+02	(1.36945785183926e+01dB,-1.83616149756559e-01°)
1.07646521362978e+02	(1.36945751946115e+01dB,-1.84039370583352e-01°)
1.07894672222977e+02	(1.36945718309578e+01dB,-1.84463547128164e-01°)
1.08143395129788e+02	(1.36945684814604e+01dB,-1.84888707283157e-01°)
1.08392691402114e+02	(1.36945651289870e+01dB,-1.85314854190713e-01°)
1.08642562361701e+02	(1.36945617911315e+01dB,-1.85741983890896e-01°)
1.08893009333337e+02	(1.36945584025922e+01dB,-1.86170081584467e-01°)
1.09144033644870e+02	(1.36945550421119e+01dB,-1.86599178713901e-01°)
1.09395636627203e+02	(1.36945516632097e+01dB,-1.87029258787240e-01°)
1.09647819614312e+02	(1.36945482886277e+01dB,-1.87460334661058e-01°)
1.09900583943246e+02	(1.36945449148898e+01dB,-1.87892414476556e-01°)
1.10153930954135e+02	(1.36945415200693e+01dB,-1.88325469406746e-01°)
1.10407861990201e+02	(1.36945381415509e+01dB,-1.88759547918431e-01°)
1.10662378397761e+02	(1.36945347491095e+01dB,-1.89194612305734e-01°)
1.10917481526234e+02	(1.36945313440800e+01dB,-1.89630670453078e-01°)
1.11173172728153e+02	(1.36945279340429e+01dB,-1.90067741489169e-01°)
1.11429453359167e+02	(1.36945245371130e+01dB,-1.90505814867421e-01°)
1.11686324778050e+02	(1.36945211262175e+01dB,-1.90944905307443e-01°)
1.11943788346709e+02	(1.36945177116439e+01dB,-1.91385016292831e-01°)
1.12201845430190e+02	(1.36945142769187e+01dB,-1.91826123777597e-01°)
1.12460497396686e+02	(1.36945108582540e+01dB,-1.92268249032010e-01°)
1.12719745617545e+02	(1.36945074164275e+01dB,-1.92711397769856e-01°)
1.12979591467273e+02	(1.36945039748215e+01dB,-1.93155565620727e-01°)
1.13240036323549e+02	(1.36945005350749e+01dB,-1.93600772182534e-01°)
1.13501081567225e+02	(1.36944970613349e+01dB,-1.94046978150688e-01°)
1.13762728582337e+02	(1.36944936453686e+01dB,-1.94494238741229e-01°)
1.14024978756110e+02	(1.36944901842542e+01dB,-1.94942520076410e-01°)
1.14287833478971e+02	(1.36944867261713e+01dB,-1.95391828142444e-01°)
1.14551294144547e+02	(1.36944832565197e+01dB,-1.95842168790978e-01°)
1.14815362149682e+02	(1.36944797938841e+01dB,-1.96293561133250e-01°)
1.15080038894437e+02	(1.36944763093713e+01dB,-1.96745989402636e-01°)
1.15345325782103e+02	(1.36944728295687e+01dB,-1.97199458614343e-01°)
1.15611224219203e+02	(1.36944693277602e+01dB,-1.97653969900890e-01°)
1.15877735615506e+02	(1.36944658435735e+01dB,-1.98109532109183e-01°)
1.16144861384028e+02	(1.36944623719914e+01dB,-1.98566154107899e-01°)
1.16412602941043e+02	(1.36944588534088e+01dB,-1.99023802937268e-01°)
1.16680961706090e+02	(1.36944553541619e+01dB,-1.99482531372232e-01°)
1.16949939101980e+02	(1.36944518515693e+01dB,-1.99942304258806e-01°)
1.17219536554806e+02	(1.36944483356557e+01dB,-2.00403143759375e-01°)
1.17489755493946e+02	(1.36944448194311e+01dB,-2.00865040971695e-01°)
1.17760597352074e+02	(1.36944413026215e+01dB,-2.01328004713969e-01°)
1.18032063565166e+02	(1.36944377532754e+01dB,-2.01792025239195e-01°)
1.18304155572510e+02	(1.36944342281563e+01dB,-2.02257136980738e-01°)
1.18576874816709e+02	(1.36944306933895e+01dB,-2.02723303002732e-01°)
1.18850222743695e+02	(1.36944271524286e+01dB,-2.03190545040739e-01°)
1.19124200802731e+02	(1.36944235810739e+01dB,-2.03658860205949e-01°)
1.19398810446421e+02	(1.36944200422841e+01dB,-2.04128262409156e-01°)
1.19674053130718e+02	(1.36944164777045e+01dB,-2.04598742222365e-01°)
1.19949930314931e+02	(1.36944129212842e+01dB,-2.05070316670611e-01°)
1.20226443461734e+02	(1.36944093449776e+01dB,-2.05542965474334e-01°)
1.20503594037173e+02	(1.36944057727266e+01dB,-2.06016706036665e-01°)
1.20781383510671e+02	(1.36944021958506e+01dB,-2.06491543882279e-01°)
1.21059813355041e+02	(1.36943986057486e+01dB,-2.06967467876689e-01°)
1.21338885046491e+02	(1.36943950306069e+01dB,-2.07444494246085e-01°)
1.21618600064630e+02	(1.36943914445697e+01dB,-2.07922633392514e-01°)
1.21898959892480e+02	(1.36943878375459e+01dB,-2.08401849420703e-01°)
1.22179966016480e+02	(1.36943842411391e+01dB,-2.08882176440969e-01°)
1.22461619926498e+02	(1.36943806226485e+01dB,-2.09363625326964e-01°)
1.22743923115834e+02	(1.36943770094639e+01dB,-2.09846164688137e-01°)
1.23026877081231e+02	(1.36943733930815e+01dB,-2.10329824019815e-01°)
1.23310483322884e+02	(1.36943697609559e+01dB,-2.10814609394940e-01°)
1.23594743344444e+02	(1.36943661231479e+01dB,-2.11300478423565e-01°)
1.23879658653030e+02	(1.36943624974918e+01dB,-2.11787508113085e-01°)
1.24165230759234e+02	(1.36943588581004e+01dB,-2.12275642148892e-01°)
1.24451461177131e+02	(1.36943552166788e+01dB,-2.12764901715656e-01°)
1.24738351424287e+02	(1.36943515651109e+01dB,-2.13255279503095e-01°)
1.25025903021765e+02	(1.36943479190826e+01dB,-2.13746807254129e-01°)
1.25314117494134e+02	(1.36943442417463e+01dB,-2.14239439357208e-01°)
1.25602996369480e+02	(1.36943405856587e+01dB,-2.14733238162772e-01°)
1.25892541179409e+02	(1.36943369074059e+01dB,-2.15228156703505e-01°)
1.26182753459060e+02	(1.36943332244035e+01dB,-2.15724211342156e-01°)
1.26473634747108e+02	(1.36943295701018e+01dB,-2.16221438202710e-01°)
1.26765186585777e+02	(1.36943258603109e+01dB,-2.16719779441135e-01°)
1.27057410520847e+02	(1.36943221791391e+01dB,-2.17219280985274e-01°)
1.27350308101659e+02	(1.36943184894235e+01dB,-2.17719945845630e-01°)
1.27643880881127e+02	(1.36943147762758e+01dB,-2.18221742533635e-01°)
1.27938130415745e+02	(1.36943110751925e+01dB,-2.18724698656012e-01°)
1.28233058265595e+02	(1.36943073639054e+01dB,-2.19228822733096e-01°)
1.28528665994354e+02	(1.36943036445390e+01dB,-2.19734101399887e-01°)
1.28824955169306e+02	(1.36942999182135e+01dB,-2.20240553773990e-01°)
1.29121927361346e+02	(1.36942961815905e+01dB,-2.20748162542003e-01°)
1.29419584144991e+02	(1.36942924570898e+01dB,-2.21256947315293e-01°)
1.29717927098388e+02	(1.36942887226591e+01dB,-2.21766907383127e-01°)
1.30016957803321e+02	(1.36942849696064e+01dB,-2.22278037961431e-01°)
1.30316677845222e+02	(1.36942812079075e+01dB,-2.22790344347106e-01°)
1.30617088813176e+02	(1.36942774668047e+01dB,-2.23303834640551e-01°)
1.30918192299933e+02	(1.36942737150895e+01dB,-2.23818525280120e-01°)
1.31219989901912e+02	(1.36942699513047e+01dB,-2.24334382149467e-01°)
1.31522483219216e+02	(1.36942661704101e+01dB,-2.24851428079940e-01°)
1.31825673855633e+02	(1.36942623943462e+01dB,-2.25369680076192e-01°)
1.32129563418650e+02	(1.36942586047053e+01dB,-2.25889097118091e-01°)
1.32434153519459e+02	(1.36942548185916e+01dB,-2.26409731221470e-01°)
1.32739445772966e+02	(1.36942510357255e+01dB,-2.26931571322009e-01°)
1.33045441797801e+02	(1.36942472384441e+01dB,-2.27454596163140e-01°)
1.33352143216324e+02	(1.36942434343040e+01dB,-2.27978835862326e-01°)
1.33659551654636e+02	(1.36942396164271e+01dB,-2.28504287441166e-01°)
1.33967668742585e+02	(1.36942358021144e+01dB,-2.29030947475901e-01°)
1.34276496113778e+02	(1.36942319851826e+01dB,-2.29558820080397e-01°)
1.34586035405587e+02	(1.36942281422971e+01dB,-2.30087900994526e-01°)
1.34896288259157e+02	(1.36942243335325e+01dB,-2.30618232748507e-01°)
1.35207256319420e+02	(1.36942205023690e+01dB,-2.31149757506936e-01°)
1.35518941235095e+02	(1.36942166396302e+01dB,-2.31682499344057e-01°)
1.35831344658707e+02	(1.36942128010468e+01dB,-2.32216490641081e-01°)
1.36144468246587e+02	(1.36942089456861e+01dB,-2.32751696438221e-01°)
1.36458313658884e+02	(1.36942050893306e+01dB,-2.33288156469732e-01°)
1.36772882559577e+02	(1.36942012308364e+01dB,-2.33825842329616e-01°)
1.37088176616477e+02	(1.36941973553312e+01dB,-2.34364754407601e-01°)
1.37404197501243e+02	(1.36941934793576e+01dB,-2.34904920574511e-01°)
1.37720946889386e+02	(1.36941895884283e+01dB,-2.35446333064529e-01°)
1.38038426460280e+02	(1.36941857028690e+01dB,-2.35988978939420e-01°)
1.38356637897170e+02	(1.36941818148028e+01dB,-2.36532886484732e-01°)
1.38675582887180e+02	(1.36941779304777e+01dB,-2.37078062197227e-01°)
1.38995263121327e+02	(1.36941740097169e+01dB,-2.37624467529894e-01°)
1.39315680294522e+02	(1.36941701037630e+01dB,-2.38172151794335e-01°)
1.39636836105585e+02	(1.36941661794313e+01dB,-2.38721081711713e-01°)
1.39958732257253e+02	(1.36941622651159e+01dB,-2.39271283835298e-01°)
1.40281370456187e+02	(1.36941583424201e+01dB,-2.39822763089852e-01°)
1.40604752412983e+02	(1.36941544202851e+01dB,-2.40375516693017e-01°)
1.40928879842179e+02	(1.36941504668544e+01dB,-2.40929523165929e-01°)
1.41253754462267e+02	(1.36941465286407e+01dB,-2.41484816347094e-01°)
1.41579377995699e+02	(1.36941425801815e+01dB,-2.42041396400582e-01°)
1.41905752168900e+02	(1.36941386202030e+01dB,-2.42599255239359e-01°)
1.42232878712273e+02	(1.36941346513587e+01dB,-2.43158391556435e-01°)
1.42560759360210e+02	(1.36941306860171e+01dB,-2.43718817180311e-01°)
1.42889395851101e+02	(1.36941266974826e+01dB,-2.44280530031579e-01°)
1.43218789927345e+02	(1.36941227422127e+01dB,-2.44843562005225e-01°)
1.43548943335357e+02	(1.36941187327089e+01dB,-2.45407861865722e-01°)
1.43879857825576e+02	(1.36941147682273e+01dB,-2.45973487896573e-01°)
1.44211535152478e+02	(1.36941107692010e+01dB,-2.46540403841745e-01°)
1.44543977074584e+02	(1.36941067696491e+01dB,-2.47108621829206e-01°)
1.44877185354467e+02	(1.36941027381492e+01dB,-2.47678142989701e-01°)
1.45211161758765e+02	(1.36940987385441e+01dB,-2.48249010794172e-01°)
1.45545908058188e+02	(1.36940947105359e+01dB,-2.48821165278154e-01°)
1.45881426027526e+02	(1.36940907033302e+01dB,-2.49394657458028e-01°)
1.46217717445663e+02	(1.36940866659786e+01dB,-2.49969452391786e-01°)
1.46554784095582e+02	(1.36940826200361e+01dB,-2.50545580445345e-01°)
1.46892627764378e+02	(1.36940785647505e+01dB,-2.51123034111704e-01°)
1.47231250243263e+02	(1.36940745440760e+01dB,-2.51701821381691e-01°)
1.47570653327580e+02	(1.36940704833722e+01dB,-2.52281939272267e-01°)
1.47910838816811e+02	(1.36940664057404e+01dB,-2.52863376539191e-01°)
1.48251808514586e+02	(1.36940623463324e+01dB,-2.53446185291732e-01°)
1.48593564228691e+02	(1.36940582793877e+01dB,-2.54030321772508e-01°)
1.48936107771082e+02	(1.36940541768142e+01dB,-2.54615803221897e-01°)
1.49279440957890e+02	(1.36940501004825e+01dB,-2.55202636893515e-01°)
1.49623565609434e+02	(1.36940460159616e+01dB,-2.55790826649986e-01°)
1.49968483550228e+02	(1.36940419128265e+01dB,-2.56380371476207e-01°)
1.50314196608993e+02	(1.36940378185686e+01dB,-2.56971264378484e-01°)
1.50660706618665e+02	(1.36940337022188e+01dB,-2.57563542950613e-01°)
1.51008015416405e+02	(1.36940295905672e+01dB,-2.58157151467913e-01°)
1.51356124843611e+02	(1.36940254594906e+01dB,-2.58752152430974e-01°)
1.51705036745924e+02	(1.36940213130980e+01dB,-2.59348510838247e-01°)
1.52054752973240e+02	(1.36940171898467e+01dB,-2.59946260357584e-01°)
1.52405275379720e+02	(1.36940130393739e+01dB,-2.60545374977298e-01°)
1.52756605823798e+02	(1.36940089115400e+01dB,-2.61145873289588e-01°)
1.53108746168193e+02	(1.36940047535189e+01dB,-2.61747756777799e-01°)
1.53461698279920e+02	(1.36940005842788e+01dB,-2.62351017702362e-01°)
1.53815464030294e+02	(1.36939964285520e+01dB,-2.62955687378867e-01°)
1.54170045294946e+02	(1.36939922334169e+01dB,-2.63561722565257e-01°)
1.54525443953832e+02	(1.36939880660153e+01dB,-2.64169191351310e-01°)
1.54881661891238e+02	(1.36939838870349e+01dB,-2.64778034225341e-01°)
1.55238700995798e+02	(1.36939797031587e+01dB,-2.65388296915106e-01°)
1.55596563160498e+02	(1.36939755079912e+01dB,-2.65999955137138e-01°)
1.55955250282685e+02	(1.36939713025061e+01dB,-2.66613021794010e-01°)
1.56314764264085e+02	(1.36939670779217e+01dB,-2.67227481032388e-01°)
1.56675107010805e+02	(1.36939628730739e+01dB,-2.67843397573505e-01°)
1.57036280433345e+02	(1.36939586480153e+01dB,-2.68460718462070e-01°)
1.57398286446612e+02	(1.36939544227785e+01dB,-2.69079467011903e-01°)
1.57761126969925e+02	(1.36939501815425e+01dB,-2.69699615466079e-01°)
1.58124803927028e+02	(1.36939459519577e+01dB,-2.70321223810444e-01°)
1.58489319246101e+02	(1.36939416886081e+01dB,-2.70944241518547e-01°)
1.58854674859768e+02	(1.36939374444742e+01dB,-2.71568706337776e-01°)
1.59220872705107e+02	(1.36939331695516e+01dB,-2.72194602679519e-01°)
1.59587914723663e+02	(1.36939289087775e+01dB,-2.72821957099728e-01°)
1.59955802861457e+02	(1.36939246392261e+01dB,-2.73450745449464e-01°)
1.60324539068994e+02	(1.36939203444037e+01dB,-2.74080971503512e-01°)
1.60694125301277e+02	(1.36939160682958e+01dB,-2.74712674531304e-01°)
1.61064563517817e+02	(1.36939117699424e+01dB,-2.75345806950735e-01°)
1.61435855682638e+02	(1.36939074579081e+01dB,-2.75980415750101e-01°)
1.61808003764296e+02	(1.36939031698818e+01dB,-2.76616500612937e-01°)
1.62181009735882e+02	(1.36938988539494e+01dB,-2.77254024241333e-01°)
1.62554875575038e+02	(1.36938945228707e+01dB,-2.77893028897434e-01°)
1.62929603263962e+02	(1.36938901824583e+01dB,-2.78533494572100e-01°)
1.63305194789423e+02	(1.36938858707488e+01dB,-2.79175464070303e-01°)
1.63681652142770e+02	(1.36938815297821e+01dB,-2.79818894359257e-01°)
1.64058977319943e+02	(1.36938771776029e+01dB,-2.80463800692429e-01°)
1.64437172321482e+02	(1.36938728376806e+01dB,-2.81110206466522e-01°)
1.64816239152540e+02	(1.36938684760605e+01dB,-2.81758095166881e-01°)
1.65196179822891e+02	(1.36938640950608e+01dB,-2.82407462901407e-01°)
1.65576996346942e+02	(1.36938597360081e+01dB,-2.83058351239334e-01°)
1.65958690743745e+02	(1.36938553321510e+01dB,-2.83710728695605e-01°)
1.66341265037006e+02	(1.36938509440775e+01dB,-2.84364603425007e-01°)
1.66724721255095e+02	(1.36938465702127e+01dB,-2.85020004631822e-01°)
1.67109061431060e+02	(1.36938421667434e+01dB,-2.85676901432091e-01°)
1.67494287602633e+02	(1.36938377621328e+01dB,-2.86335319560770e-01°)
1.67880401812245e+02	(1.36938333419124e+01dB,-2.86995244960288e-01°)
1.68267406107036e+02	(1.36938289229899e+01dB,-2.87656694629613e-01°)
1.68655302538863e+02	(1.36938244810094e+01dB,-2.88319649593878e-01°)
1.69044093164315e+02	(1.36938200573796e+01dB,-2.88984168588710e-01°)
1.69433780044722e+02	(1.36938156173279e+01dB,-2.89650214784230e-01°)
1.69824365246163e+02	(1.36938111717789e+01dB,-2.90317781570505e-01°)
1.70215850839484e+02	(1.36938067132312e+01dB,-2.90986883609639e-01°)
1.70608238900301e+02	(1.36938022494349e+01dB,-2.91657532902928e-01°)
1.71001531509017e+02	(1.36937977854300e+01dB,-2.92329738340869e-01°)
1.71395730750831e+02	(1.36937933131176e+01dB,-2.93003488532018e-01°)
1.71790838715747e+02	(1.36937888316401e+01dB,-2.93678782303846e-01°)
1.72186857498589e+02	(1.36937843364895e+01dB,-2.94355630007859e-01°)
1.72583789199009e+02	(1.36937798563474e+01dB,-2.95034051386779e-01°)
1.72981635921499e+02	(1.36937753298670e+01dB,-2.95714022884473e-01°)
1.73380399775402e+02	(1.36937708314590e+01dB,-2.96395563412605e-01°)
1.73780082874926e+02	(1.36937663049523e+01dB,-2.97078672999381e-01°)
1.74180687339150e+02	(1.36937617843594e+01dB,-2.97763367212807e-01°)
1.74582215292039e+02	(1.36937572609822e+01dB,-2.98449639637102e-01°)
1.74984668862454e+02	(1.36937527094121e+01dB,-2.99137474791797e-01°)
1.75388050184164e+02	(1.36937481701690e+01dB,-2.99826918316245e-01°)
1.75792361395857e+02	(1.36937436174531e+01dB,-3.00517936915634e-01°)
1.76197604641151e+02	(1.36937390539792e+01dB,-3.01210549087877e-01°)
1.76603782068605e+02	(1.36937344771897e+01dB,-3.01904748367601e-01°)
1.77010895831730e+02	(1.36937299084238e+01dB,-3.02600568165816e-01°)
1.77418948089005e+02	(1.36937253184119e+01dB,-3.03297972614179e-01°)
1.77827941003880e+02	(1.36937207539862e+01dB,-3.03997011119895e-01°)
1.78237876744797e+02	(1.36937161328153e+01dB,-3.04697606747232e-01°)
1.78648757485193e+02	(1.36937115356416e+01dB,-3.05399870444549e-01°)
1.79060585403517e+02	(1.36937069352455e+01dB,-3.06103745173819e-01°)
1.79473362683241e+02	(1.36937023114957e+01dB,-3.06809227638523e-01°)
1.79887091512867e+02	(1.36936976939922e+01dB,-3.07516335820913e-01°)
1.80301774085945e+02	(1.36936930602041e+01dB,-3.08225081602879e-01°)
1.80717412601080e+02	(1.36936883997520e+01dB,-3.08935445140111e-01°)
1.81134009261948e+02	(1.36936837616151e+01dB,-3.09647463192264e-01°)
1.81551566277301e+02	(1.36936791031662e+01dB,-3.10361103275214e-01°)
1.81970085860986e+02	(1.36936744531459e+01dB,-3.11076413900145e-01°)
